temporada;jornada;equip1;equip2;codi1;codi2;punts1;posicio1;pg1;pe1;pp1;avgf1;avgc1;punts2;posicio2;pg2;pe2;pp2;avgf2;avgc2;difposition;resultat
Temporada 2009-10;21;Barcelona;Getafe;Temporada 2009-1021Barcelona;Temporada 2009-1021Getafe;55;1;0,80952381;0,19047619;0;2,476190476;0,523809524;31;8;0,476190476;0,047619048;0,476190476;1,333333333;1,238095238;-7;1
Temporada 2009-10;21;Valencia;Valladolid;Temporada 2009-1021Valencia;Temporada 2009-1021Valladolid;42;3;0,571428571;0,285714286;0,142857143;1,80952381;0,952380952;18;18;0,142857143;0,428571429;0,428571429;1,142857143;1,80952381;-15;1
Temporada 2009-10;22;Atletico;Barcelona;Temporada 2009-1022Atletico;Temporada 2009-1022Barcelona;27;11;0,318181818;0,272727273;0,409090909;1,5;1,590909091;55;1;0,772727273;0,181818182;0,045454545;2,409090909;0,590909091;10;1
Temporada 2009-10;22;Valladolid;Zaragoza;Temporada 2009-1022Valladolid;Temporada 2009-1022Zaragoza;19;19;0,136363636;0,454545455;0,409090909;1,136363636;1,772727273;21;17;0,227272727;0,272727273;0,5;1,181818182;2;2;0
Temporada 2009-10;22;Sevilla;Osasuna;Temporada 2009-1022Sevilla;Temporada 2009-1022Osasuna;39;4;0,545454545;0,136363636;0,318181818;1,5;1,090909091;29;9;0,363636364;0,227272727;0,409090909;0,954545455;1;-5;1
Temporada 2009-10;22;Getafe;Almeria;Temporada 2009-1022Getafe;Temporada 2009-1022Almeria;32;8;0,454545455;0,090909091;0,454545455;1,363636364;1,272727273;23;16;0,227272727;0,363636364;0,409090909;1,090909091;1,5;-8;0
Temporada 2009-10;22;Racing;Malaga;Temporada 2009-1022Racing;Temporada 2009-1022Malaga;25;14;0,272727273;0,318181818;0,409090909;1,090909091;1,409090909;24;15;0,227272727;0,409090909;0,363636364;1,181818182;1,181818182;-1;2
Temporada 2009-10;22;Villarreal;Athletic;Temporada 2009-1022Villarreal;Temporada 2009-1022Athletic;29;10;0,363636364;0,227272727;0,409090909;1,5;1,409090909;33;7;0,454545455;0,136363636;0,409090909;1,272727273;1,318181818;3;1
Temporada 2009-10;22;Espanyol;Deportivo;Temporada 2009-1022Espanyol;Temporada 2009-1022Deportivo;26;12;0,318181818;0,227272727;0,454545455;0,727272727;1,318181818;35;6;0,454545455;0,227272727;0,318181818;1,090909091;1,090909091;6;1
Temporada 2009-10;22;Xerez;R. Madrid;Temporada 2009-1022Xerez;Temporada 2009-1022R. Madrid;11;20;0,090909091;0,227272727;0,681818182;0,545454545;1,863636364;53;2;0,772727273;0,090909091;0,136363636;2,409090909;0,681818182;18;2
Temporada 2009-10;22;Sporting;Valencia;Temporada 2009-1022Sporting;Temporada 2009-1022Valencia;25;13;0,272727273;0,318181818;0,409090909;1;1,181818182;43;3;0,545454545;0,318181818;0,136363636;1,772727273;0,954545455;10;0
Temporada 2009-10;23;Valencia;Getafe;Temporada 2009-1023Valencia;Temporada 2009-1023Getafe;46;3;0,565217391;0,304347826;0,130434783;1,782608696;0,956521739;32;8;0,434782609;0,086956522;0,47826087;1,347826087;1,304347826;-5;1
Temporada 2009-10;23;R. Madrid;Villarreal;Temporada 2009-1023R. Madrid;Temporada 2009-1023Villarreal;56;2;0,782608696;0,086956522;0,130434783;2,565217391;0,739130435;29;10;0,347826087;0,217391304;0,434782609;1,52173913;1,608695652;-8;1
Temporada 2009-10;23;Almeria;Atletico;Temporada 2009-1023Almeria;Temporada 2009-1023Atletico;26;14;0,260869565;0,347826087;0,391304348;1,086956522;1,434782609;27;13;0,304347826;0,260869565;0,434782609;1,434782609;1,565217391;1;1
Temporada 2009-10;23;Zaragoza;Sporting;Temporada 2009-1023Zaragoza;Temporada 2009-1023Sporting;21;17;0,217391304;0,260869565;0,52173913;1,173913043;2,043478261;28;11;0,304347826;0,304347826;0,391304348;1,086956522;1,173913043;6;2
Temporada 2009-10;23;Osasuna;Valladolid;Temporada 2009-1023Osasuna;Temporada 2009-1023Valladolid;30;9;0,347826087;0,260869565;0,391304348;0,956521739;1;20;18;0,130434783;0,47826087;0,391304348;1,130434783;1,739130435;-9;0
Temporada 2009-10;23;Malaga;Espanyol;Temporada 2009-1023Malaga;Temporada 2009-1023Espanyol;27;12;0,260869565;0,391304348;0,347826087;1,217391304;1,173913043;26;15;0,304347826;0,217391304;0,47826087;0,739130435;1,347826087;-3;1
Temporada 2009-10;23;Athletic;Tenerife;Temporada 2009-1023Athletic;Temporada 2009-1023Tenerife;36;7;0,47826087;0,130434783;0,391304348;1,391304348;1,304347826;20;19;0,217391304;0,217391304;0,565217391;0,826086957;1,913043478;-12;1
Temporada 2009-10;23;Barcelona;Racing;Temporada 2009-1023Barcelona;Temporada 2009-1023Racing;58;1;0,782608696;0,173913043;0,043478261;2,47826087;0,565217391;25;16;0,260869565;0,304347826;0,434782609;1,043478261;1,52173913;-15;1
Temporada 2009-10;23;Mallorca;Sevilla;Temporada 2009-1023Mallorca;Temporada 2009-1023Sevilla;37;6;0,47826087;0,173913043;0,347826087;1,565217391;1,173913043;42;4;0,565217391;0,130434783;0,304347826;1,565217391;1,086956522;2;2
Temporada 2009-10;23;Deportivo;Xerez;Temporada 2009-1023Deportivo;Temporada 2009-1023Xerez;38;5;0,47826087;0,217391304;0,304347826;1,130434783;1,086956522;11;20;0,086956522;0,217391304;0,695652174;0,565217391;1,869565217;-15;1
Temporada 2009-10;24;Atletico;Valencia;Temporada 2009-1024Atletico;Temporada 2009-1024Valencia;30;11;0,333333333;0,25;0,416666667;1,541666667;1,541666667;46;3;0,541666667;0,291666667;0,166666667;1,75;1,083333333;8;1
Temporada 2009-10;24;Sevilla;Athletic;Temporada 2009-1024Sevilla;Temporada 2009-1024Athletic;43;4;0,541666667;0,166666667;0,291666667;1,5;1,041666667;37;7;0,458333333;0,166666667;0,375;1,333333333;1,25;-3;0
Temporada 2009-10;24;Racing;Almeria;Temporada 2009-1024Racing;Temporada 2009-1024Almeria;25;16;0,25;0,291666667;0,458333333;1;1,541666667;29;13;0,291666667;0,333333333;0,375;1,125;1,375;3;2
Temporada 2009-10;24;Valladolid;Mallorca;Temporada 2009-1024Valladolid;Temporada 2009-1024Mallorca;20;18;0,125;0,458333333;0,416666667;1,125;1,75;40;5;0,5;0,166666667;0,333333333;1,583333333;1,166666667;13;2
Temporada 2009-10;24;Villarreal;Deportivo;Temporada 2009-1024Villarreal;Temporada 2009-1024Deportivo;32;8;0,375;0,208333333;0,416666667;1,5;1,541666667;38;6;0,458333333;0,208333333;0,333333333;1,083333333;1,083333333;2;1
Temporada 2009-10;24;Sporting;Osasuna;Temporada 2009-1024Sporting;Temporada 2009-1024Osasuna;31;10;0,333333333;0,291666667;0,375;1,166666667;1,208333333;30;12;0,333333333;0,25;0,416666667;1;1,083333333;-2;1
Temporada 2009-10;24;Xerez;Espanyol;Temporada 2009-1024Xerez;Temporada 2009-1024Espanyol;12;20;0,083333333;0,25;0,666666667;0,583333333;1,833333333;27;15;0,291666667;0,25;0,458333333;0,75;1,333333333;5;0
Temporada 2009-10;24;Barcelona;Malaga;Temporada 2009-1024Barcelona;Temporada 2009-1024Malaga;61;1;0,791666667;0,166666667;0,041666667;2,458333333;0,583333333;27;14;0,25;0,375;0,375;1,208333333;1,208333333;-13;1
Temporada 2009-10;24;Tenerife;R. Madrid;Temporada 2009-1024Tenerife;Temporada 2009-1024R. Madrid;20;19;0,208333333;0,208333333;0,583333333;0,833333333;2,041666667;59;2;0,791666667;0,083333333;0,125;2,666666667;0,75;17;2
Temporada 2009-10;24;Getafe;Zaragoza;Temporada 2009-1024Getafe;Temporada 2009-1024Zaragoza;32;9;0,416666667;0,083333333;0,5;1,291666667;1,333333333;24;17;0,25;0,25;0,5;1,208333333;1,958333333;-8;2
Temporada 2009-10;25;Valencia;Racing;Temporada 2009-1025Valencia;Temporada 2009-1025Racing;47;3;0,52;0,32;0,16;1,68;1,04;26;16;0,24;0,32;0,44;0,96;1,48;-13;0
Temporada 2009-10;25;Zaragoza;Atletico;Temporada 2009-1025Zaragoza;Temporada 2009-1025Atletico;25;17;0,24;0,28;0,48;1,2;1,92;31;10;0,32;0,28;0,4;1,52;1,52;7;0
Temporada 2009-10;25;Athletic;Valladolid;Temporada 2009-1025Athletic;Temporada 2009-1025Valladolid;40;7;0,48;0,16;0,36;1,36;1,2;20;18;0,12;0,44;0,44;1,08;1,76;-11;1
Temporada 2009-10;25;Osasuna;Getafe;Temporada 2009-1025Osasuna;Temporada 2009-1025Getafe;31;11;0,32;0,28;0,4;0,96;1,04;33;9;0,4;0,12;0,48;1,24;1,28;2;0
Temporada 2009-10;25;Mallorca;Sporting;Temporada 2009-1025Mallorca;Temporada 2009-1025Sporting;43;5;0,52;0,16;0,32;1,64;1,12;31;12;0,32;0,28;0,4;1,12;1,28;-7;1
Temporada 2009-10;25;Espanyol;Villarreal;Temporada 2009-1025Espanyol;Temporada 2009-1025Villarreal;28;14;0,28;0,28;0,44;0,72;1,28;33;8;0,36;0,24;0,4;1,44;1,48;6;0
Temporada 2009-10;25;Malaga;Xerez;Temporada 2009-1025Malaga;Temporada 2009-1025Xerez;27;15;0,24;0,36;0,4;1,24;1,32;15;20;0,12;0,24;0,64;0,72;1,84;-5;2
Temporada 2009-10;25;R. Madrid;Sevilla;Temporada 2009-1025R. Madrid;Temporada 2009-1025Sevilla;62;1;0,8;0,08;0,12;2,68;0,8;43;4;0,52;0,16;0,32;1,52;1,12;-3;1
Temporada 2009-10;25;Almeria;Barcelona;Temporada 2009-1025Almeria;Temporada 2009-1025Barcelona;30;13;0,28;0,36;0,36;1,16;1,4;62;2;0,76;0,2;0,04;2,44;0,64;11;0
Temporada 2009-10;25;Deportivo;Tenerife;Temporada 2009-1025Deportivo;Temporada 2009-1025Tenerife;41;6;0,48;0,2;0,32;1,16;1,08;20;19;0,2;0,2;0,6;0,84;2,08;-13;1
Temporada 2009-10;26;Atletico;Osasuna;Temporada 2009-1026Atletico;Temporada 2009-1026Osasuna;34;10;0,346153846;0,269230769;0,384615385;1,5;1,461538462;31;13;0,307692308;0,269230769;0,423076923;0,923076923;1,038461538;-3;1
Temporada 2009-10;26;Valladolid;R. Madrid;Temporada 2009-1026Valladolid;Temporada 2009-1026R. Madrid;20;19;0,115384615;0,423076923;0,461538462;1,076923077;1,846153846;65;1;0,807692308;0,076923077;0,115384615;2,730769231;0,807692308;18;2
Temporada 2009-10;26;Barcelona;Valencia;Temporada 2009-1026Barcelona;Temporada 2009-1026Valencia;65;2;0,769230769;0,192307692;0,038461538;2,461538462;0,615384615;47;3;0,5;0,307692308;0,192307692;1,615384615;1,115384615;-1;1
Temporada 2009-10;26;Tenerife;Espanyol;Temporada 2009-1026Tenerife;Temporada 2009-1026Espanyol;23;18;0,230769231;0,192307692;0,576923077;0,961538462;2,038461538;28;14;0,269230769;0,269230769;0,461538462;0,730769231;1,384615385;4;1
Temporada 2009-10;26;Racing;Zaragoza;Temporada 2009-1026Racing;Temporada 2009-1026Zaragoza;27;16;0,230769231;0,346153846;0,423076923;0,923076923;1,423076923;26;17;0,230769231;0,307692308;0,461538462;1,153846154;1,846153846;-1;0
Temporada 2009-10;26;Villarreal;Xerez;Temporada 2009-1026Villarreal;Temporada 2009-1026Xerez;36;9;0,384615385;0,230769231;0,384615385;1,461538462;1,423076923;15;20;0,115384615;0,230769231;0,653846154;0,692307692;1,846153846;-11;1
Temporada 2009-10;26;Almeria;Malaga;Temporada 2009-1026Almeria;Temporada 2009-1026Malaga;33;11;0,307692308;0,346153846;0,346153846;1,153846154;1,346153846;27;15;0,230769231;0,346153846;0,423076923;1,192307692;1,307692308;-4;1
Temporada 2009-10;26;Sevilla;Deportivo;Temporada 2009-1026Sevilla;Temporada 2009-1026Deportivo;44;4;0,5;0,192307692;0,307692308;1,5;1,115384615;42;6;0,461538462;0,230769231;0,307692308;1,153846154;1,076923077;-2;0
Temporada 2009-10;26;Sporting;Athletic;Temporada 2009-1026Sporting;Temporada 2009-1026Athletic;32;12;0,307692308;0,307692308;0,384615385;1,076923077;1,230769231;41;7;0,461538462;0,192307692;0,346153846;1,307692308;1,153846154;5;0
Temporada 2009-10;26;Getafe;Mallorca;Temporada 2009-1026Getafe;Temporada 2009-1026Mallorca;36;8;0,423076923;0,115384615;0,461538462;1,307692308;1,230769231;43;5;0,5;0,153846154;0,346153846;1,576923077;1,192307692;3;1
Temporada 2009-10;27;Zaragoza;Barcelona;Temporada 2009-1027Zaragoza;Temporada 2009-1027Barcelona;26;17;0,222222222;0,296296296;0,481481481;1,185185185;1,925925926;68;2;0,777777778;0,185185185;0,037037037;2,518518519;0,666666667;15;2
Temporada 2009-10;27;Valencia;Almeria;Temporada 2009-1027Valencia;Temporada 2009-1027Almeria;50;3;0,518518519;0,296296296;0,185185185;1,62962963;1,074074074;33;11;0,296296296;0,333333333;0,37037037;1,111111111;1,37037037;-8;1
Temporada 2009-10;27;Mallorca;Atletico;Temporada 2009-1027Mallorca;Temporada 2009-1027Atletico;46;4;0,518518519;0,148148148;0,333333333;1,666666667;1,185185185;34;10;0,333333333;0,259259259;0,407407407;1,481481481;1,555555556;-6;1
Temporada 2009-10;27;Malaga;Villarreal;Temporada 2009-1027Malaga;Temporada 2009-1027Villarreal;30;15;0,259259259;0,333333333;0,407407407;1,222222222;1,259259259;36;9;0,37037037;0,222222222;0,407407407;1,407407407;1,444444444;6;1
Temporada 2009-10;27;Osasuna;Racing;Temporada 2009-1027Osasuna;Temporada 2009-1027Racing;31;13;0,296296296;0,259259259;0,444444444;0,925925926;1,111111111;30;16;0,259259259;0,333333333;0,407407407;1;1,407407407;-3;2
Temporada 2009-10;27;Espanyol;Sevilla;Temporada 2009-1027Espanyol;Temporada 2009-1027Sevilla;31;14;0,296296296;0,259259259;0,444444444;0,777777778;1,333333333;44;5;0,481481481;0,185185185;0,333333333;1,444444444;1,148148148;9;1
Temporada 2009-10;27;Athletic;Getafe;Temporada 2009-1027Athletic;Temporada 2009-1027Getafe;42;6;0,444444444;0,222222222;0,333333333;1,333333333;1,185185185;37;8;0,407407407;0,148148148;0,444444444;1,333333333;1,259259259;-2;0
Temporada 2009-10;27;Deportivo;Valladolid;Temporada 2009-1027Deportivo;Temporada 2009-1027Valladolid;42;7;0,444444444;0,222222222;0,333333333;1,111111111;1,111111111;23;18;0,148148148;0,407407407;0,444444444;1,111111111;1,777777778;-11;2
Temporada 2009-10;27;R. Madrid;Sporting;Temporada 2009-1027R. Madrid;Temporada 2009-1027Sporting;68;1;0,814814815;0,074074074;0,111111111;2,740740741;0,814814815;32;12;0,296296296;0,296296296;0,407407407;1,074074074;1,296296296;-11;1
Temporada 2009-10;27;Xerez;Tenerife;Temporada 2009-1027Xerez;Temporada 2009-1027Tenerife;18;20;0,148148148;0,222222222;0,62962963;0,740740741;1,814814815;23;19;0,222222222;0,185185185;0,592592593;0,962962963;2,037037037;1;1
Temporada 2009-10;28;Atletico;Athletic;Temporada 2009-1028Atletico;Temporada 2009-1028Athletic;37;8;0,357142857;0,25;0,392857143;1,5;1,5;42;6;0,428571429;0,214285714;0,357142857;1,285714286;1,214285714;2;1
Temporada 2009-10;28;Getafe;R. Madrid;Temporada 2009-1028Getafe;Temporada 2009-1028R. Madrid;37;9;0,392857143;0,142857143;0,464285714;1,357142857;1,357142857;71;1;0,821428571;0,071428571;0,107142857;2,785714286;0,857142857;8;2
Temporada 2009-10;28;Valencia;Malaga;Temporada 2009-1028Valencia;Temporada 2009-1028Malaga;53;3;0,535714286;0,285714286;0,178571429;1,607142857;1,035714286;30;16;0,25;0,321428571;0,428571429;1,178571429;1,25;-13;1
Temporada 2009-10;28;Valladolid;Espanyol;Temporada 2009-1028Valladolid;Temporada 2009-1028Espanyol;24;18;0,142857143;0,428571429;0,428571429;1,071428571;1,714285714;32;13;0,285714286;0,285714286;0,428571429;0,75;1,285714286;5;0
Temporada 2009-10;28;Racing;Mallorca;Temporada 2009-1028Racing;Temporada 2009-1028Mallorca;31;14;0,25;0,357142857;0,392857143;0,964285714;1,357142857;47;4;0,5;0,178571429;0,321428571;1,607142857;1,142857143;10;0
Temporada 2009-10;28;Almeria;Zaragoza;Temporada 2009-1028Almeria;Temporada 2009-1028Zaragoza;36;11;0,321428571;0,321428571;0,357142857;1,107142857;1,321428571;26;17;0,214285714;0,285714286;0,5;1,142857143;1,892857143;-6;1
Temporada 2009-10;28;Tenerife;Villarreal;Temporada 2009-1028Tenerife;Temporada 2009-1028Villarreal;24;19;0,214285714;0,214285714;0,571428571;1;2,035714286;37;10;0,357142857;0,25;0,392857143;1,428571429;1,464285714;9;0
Temporada 2009-10;28;Barcelona;Osasuna;Temporada 2009-1028Barcelona;Temporada 2009-1028Osasuna;71;2;0,785714286;0,178571429;0,035714286;2,5;0,642857143;31;15;0,285714286;0,25;0,464285714;0,892857143;1,142857143;-13;1
Temporada 2009-10;28;Sevilla;Xerez;Temporada 2009-1028Sevilla;Temporada 2009-1028Xerez;45;5;0,464285714;0,214285714;0,321428571;1,428571429;1,142857143;19;20;0,142857143;0,25;0,607142857;0,75;1,785714286;-15;0
Temporada 2009-10;28;Sporting;Deportivo;Temporada 2009-1028Sporting;Temporada 2009-1028Deportivo;35;12;0,321428571;0,285714286;0,392857143;1,107142857;1,285714286;42;7;0,428571429;0,214285714;0,357142857;1,107142857;1,142857143;5;1
Temporada 2009-10;29;Athletic;Racing;Temporada 2009-1029Athletic;Temporada 2009-1029Racing;45;6;0,448275862;0,206896552;0,344827586;1,379310345;1,275862069;31;16;0,24137931;0,344827586;0,413793103;1,034482759;1,448275862;-10;1
Temporada 2009-10;29;R. Madrid;Atletico;Temporada 2009-1029R. Madrid;Temporada 2009-1029Atletico;74;1;0,827586207;0,068965517;0,103448276;2,793103448;0,896551724;37;10;0,344827586;0,24137931;0,413793103;1,517241379;1,551724138;-9;1
Temporada 2009-10;29;Villarreal;Sevilla;Temporada 2009-1029Villarreal;Temporada 2009-1029Sevilla;40;8;0,379310345;0,24137931;0,379310345;1,482758621;1,413793103;45;5;0,448275862;0,206896552;0,344827586;1,379310345;1,206896552;3;1
Temporada 2009-10;29;Espanyol;Sporting;Temporada 2009-1029Espanyol;Temporada 2009-1029Sporting;33;14;0,275862069;0,310344828;0,413793103;0,724137931;1,24137931;36;12;0,310344828;0,310344828;0,379310345;1,068965517;1,24137931;2;0
Temporada 2009-10;29;Deportivo;Getafe;Temporada 2009-1029Deportivo;Temporada 2009-1029Getafe;42;7;0,413793103;0,206896552;0,379310345;1,103448276;1,206896552;40;9;0,413793103;0,137931034;0,448275862;1,413793103;1,344827586;-2;2
Temporada 2009-10;29;Osasuna;Almeria;Temporada 2009-1029Osasuna;Temporada 2009-1029Almeria;34;13;0,310344828;0,24137931;0,448275862;0,896551724;1,103448276;36;11;0,310344828;0,310344828;0,379310345;1,068965517;1,310344828;2;1
Temporada 2009-10;29;Zaragoza;Valencia;Temporada 2009-1029Zaragoza;Temporada 2009-1029Valencia;29;17;0,24137931;0,275862069;0,482758621;1,206896552;1,827586207;53;3;0,517241379;0,275862069;0,206896552;1,551724138;1,103448276;14;1
Temporada 2009-10;29;Mallorca;Barcelona;Temporada 2009-1029Mallorca;Temporada 2009-1029Barcelona;47;4;0,482758621;0,172413793;0,344827586;1,551724138;1,137931034;74;2;0,793103448;0,172413793;0,034482759;2,448275862;0,620689655;2;2
Temporada 2009-10;29;Malaga;Tenerife;Temporada 2009-1029Malaga;Temporada 2009-1029Tenerife;31;15;0,24137931;0,344827586;0,413793103;1,172413793;1,24137931;25;18;0,206896552;0,24137931;0,551724138;1;2;-3;0
Temporada 2009-10;30;Atletico;Deportivo;Temporada 2009-1030Atletico;Temporada 2009-1030Deportivo;40;10;0,366666667;0,233333333;0,4;1,566666667;1,5;42;8;0,4;0,2;0,4;1,066666667;1,266666667;2;1
Temporada 2009-10;30;Racing;R. Madrid;Temporada 2009-1030Racing;Temporada 2009-1030R. Madrid;31;17;0,233333333;0,333333333;0,433333333;1;1,466666667;77;1;0,833333333;0,066666667;0,1;2,766666667;0,866666667;16;2
Temporada 2009-10;30;Almeria;Mallorca;Temporada 2009-1030Almeria;Temporada 2009-1030Mallorca;37;11;0,3;0,333333333;0,366666667;1,066666667;1,3;48;5;0,466666667;0,2;0,333333333;1,533333333;1,133333333;6;0
Temporada 2009-10;30;Valencia;Osasuna;Temporada 2009-1030Valencia;Temporada 2009-1030Osasuna;56;3;0,533333333;0,266666667;0,2;1,6;1,066666667;34;13;0,3;0,233333333;0,466666667;0,866666667;1,166666667;-10;1
Temporada 2009-10;30;Getafe;Espanyol;Temporada 2009-1030Getafe;Temporada 2009-1030Espanyol;41;9;0,4;0,166666667;0,433333333;1,4;1,333333333;34;14;0,266666667;0,333333333;0,4;0,733333333;1,233333333;-5;0
Temporada 2009-10;30;Sporting;Xerez;Temporada 2009-1030Sporting;Temporada 2009-1030Xerez;37;12;0,3;0,333333333;0,366666667;1,1;1,266666667;23;20;0,166666667;0,266666667;0,566666667;0,866666667;1,733333333;-8;0
Temporada 2009-10;30;Valladolid;Villarreal;Temporada 2009-1030Valladolid;Temporada 2009-1030Villarreal;24;19;0,133333333;0,4;0,466666667;1;1,766666667;43;7;0,4;0,233333333;0,366666667;1,5;1,366666667;12;2
Temporada 2009-10;30;Sevilla;Tenerife;Temporada 2009-1030Sevilla;Temporada 2009-1030Tenerife;48;4;0,466666667;0,2;0,333333333;1,433333333;1,166666667;25;18;0,2;0,233333333;0,566666667;0,966666667;2,033333333;-14;1
Temporada 2009-10;30;Barcelona;Athletic;Temporada 2009-1030Barcelona;Temporada 2009-1030Athletic;77;2;0,8;0,166666667;0,033333333;2,5;0,633333333;45;6;0,433333333;0,2;0,366666667;1,366666667;1,366666667;-4;1
Temporada 2009-10;30;Zaragoza;Malaga;Temporada 2009-1030Zaragoza;Temporada 2009-1030Malaga;32;15;0,266666667;0,266666667;0,466666667;1,233333333;1,766666667;31;16;0,233333333;0,333333333;0,433333333;1,133333333;1,266666667;-1;1
Temporada 2009-10;31;Mallorca;Valencia;Temporada 2009-1031Mallorca;Temporada 2009-1031Valencia;51;5;0,483870968;0,193548387;0,322580645;1,580645161;1,161290323;56;3;0,516129032;0,258064516;0,225806452;1,612903226;1,129032258;2;1
Temporada 2009-10;31;Espanyol;Atletico;Temporada 2009-1031Espanyol;Temporada 2009-1031Atletico;37;14;0,290322581;0,322580645;0,387096774;0,806451613;1,193548387;40;10;0,35483871;0,225806452;0,419354839;1,516129032;1,548387097;4;1
Temporada 2009-10;31;Athletic;Almeria;Temporada 2009-1031Athletic;Temporada 2009-1031Almeria;48;6;0,451612903;0,193548387;0,35483871;1,451612903;1,35483871;37;13;0,290322581;0,322580645;0,387096774;1,064516129;1,387096774;-7;1
Temporada 2009-10;31;Deportivo;Racing;Temporada 2009-1031Deportivo;Temporada 2009-1031Racing;43;9;0,387096774;0,225806452;0,387096774;1,064516129;1,258064516;32;15;0,225806452;0,35483871;0,419354839;1;1,451612903;-6;0
Temporada 2009-10;31;Osasuna;Zaragoza;Temporada 2009-1031Osasuna;Temporada 2009-1031Zaragoza;37;12;0,322580645;0,225806452;0,451612903;0,903225806;1,129032258;32;16;0,258064516;0,258064516;0,483870968;1,193548387;1,774193548;-4;1
Temporada 2009-10;31;R. Madrid;Barcelona;Temporada 2009-1031R. Madrid;Temporada 2009-1031Barcelona;77;2;0,806451613;0,064516129;0,129032258;2,677419355;0,903225806;80;1;0,806451613;0,161290323;0,032258065;2,483870968;0,612903226;1;2
Temporada 2009-10;31;Xerez;Getafe;Temporada 2009-1031Xerez;Temporada 2009-1031Getafe;23;20;0,161290323;0,258064516;0,580645161;0,838709677;1,709677419;44;8;0,419354839;0,161290323;0,419354839;1,387096774;1,290322581;12;2
Temporada 2009-10;31;Villarreal;Sporting;Temporada 2009-1031Villarreal;Temporada 2009-1031Sporting;46;7;0,419354839;0,225806452;0,35483871;1,483870968;1,322580645;37;11;0,290322581;0,322580645;0,387096774;1,064516129;1,258064516;-4;1
Temporada 2009-10;31;Malaga;Sevilla;Temporada 2009-1031Malaga;Temporada 2009-1031Sevilla;31;17;0,225806452;0,322580645;0,451612903;1,129032258;1,290322581;51;4;0,483870968;0,193548387;0,322580645;1,451612903;1,161290323;13;2
Temporada 2009-10;31;Tenerife;Valladolid;Temporada 2009-1031Tenerife;Temporada 2009-1031Valladolid;26;18;0,193548387;0,258064516;0,548387097;0,935483871;1,967741935;25;19;0,129032258;0,419354839;0,451612903;0,967741935;1,709677419;-1;0
Temporada 2009-10;32;Valencia;Athletic;Temporada 2009-1032Valencia;Temporada 2009-1032Athletic;59;3;0,53125;0,25;0,21875;1,625;1,09375;48;6;0,4375;0,1875;0,375;1,40625;1,375;-3;1
Temporada 2009-10;32;Almeria;R. Madrid;Temporada 2009-1032Almeria;Temporada 2009-1032R. Madrid;37;13;0,28125;0,3125;0,40625;1,0625;1,40625;80;2;0,8125;0,0625;0,125;2,65625;0,90625;11;2
Temporada 2009-10;32;Barcelona;Deportivo;Temporada 2009-1032Barcelona;Temporada 2009-1032Deportivo;83;1;0,8125;0,15625;0,03125;2,5;0,59375;43;9;0,375;0,21875;0,40625;1,03125;1,3125;-8;1
Temporada 2009-10;32;Zaragoza;Mallorca;Temporada 2009-1032Zaragoza;Temporada 2009-1032Mallorca;33;16;0,25;0,28125;0,46875;1,1875;1,75;52;4;0,46875;0,21875;0,3125;1,5625;1,15625;12;0
Temporada 2009-10;32;Atletico;Xerez;Temporada 2009-1032Atletico;Temporada 2009-1032Xerez;40;10;0,34375;0,21875;0,4375;1,5;1,5625;26;20;0,1875;0,25;0,5625;0,875;1,6875;-10;2
Temporada 2009-10;32;Racing;Espanyol;Temporada 2009-1032Racing;Temporada 2009-1032Espanyol;35;15;0,25;0,34375;0,40625;1,0625;1,4375;37;14;0,28125;0,3125;0,40625;0,8125;1,25;1;1
Temporada 2009-10;32;Getafe;Villarreal;Temporada 2009-1032Getafe;Temporada 2009-1032Villarreal;47;7;0,4375;0,15625;0,40625;1,4375;1,25;46;8;0,40625;0,21875;0,375;1,4375;1,375;-1;1
Temporada 2009-10;32;Osasuna;Malaga;Temporada 2009-1032Osasuna;Temporada 2009-1032Malaga;38;11;0,3125;0,25;0,4375;0,9375;1,15625;32;17;0,21875;0,34375;0,4375;1,15625;1,3125;-6;0
Temporada 2009-10;32;Valladolid;Sevilla;Temporada 2009-1032Valladolid;Temporada 2009-1032Sevilla;28;19;0,15625;0,40625;0,4375;1;1,6875;51;5;0,46875;0,1875;0,34375;1,4375;1,1875;14;1
Temporada 2009-10;32;Sporting;Tenerife;Temporada 2009-1032Sporting;Temporada 2009-1032Tenerife;37;12;0,28125;0,3125;0,40625;1,03125;1,28125;29;18;0,21875;0,25;0,53125;0,96875;1,90625;-6;2
Temporada 2009-10;33;Mallorca;Osasuna;Temporada 2009-1033Mallorca;Temporada 2009-1033Osasuna;55;4;0,484848485;0,212121212;0,303030303;1,575757576;1,121212121;38;11;0,303030303;0,242424242;0,454545455;0,909090909;1,181818182;-7;1
Temporada 2009-10;33;R. Madrid;Valencia;Temporada 2009-1033R. Madrid;Temporada 2009-1033Valencia;83;2;0,818181818;0,060606061;0,121212121;2,636363636;0,878787879;59;3;0,515151515;0,242424242;0,242424242;1,575757576;1,121212121;-1;1
Temporada 2009-10;33;Athletic;Zaragoza;Temporada 2009-1033Athletic;Temporada 2009-1033Zaragoza;49;7;0,424242424;0,212121212;0,363636364;1,363636364;1,333333333;34;16;0,242424242;0,303030303;0,454545455;1,151515152;1,696969697;-9;0
