temporada;jornada;equip1;equip2;codi1;codi2;punts1;posicio1;pg1;pe1;pp1;avgf1;avgc1;punts2;posicio2;pg2;pe2;pp2;avgf2;avgc2;difposition;resultat
Temporada 2000-01;16;Athletic;Valencia;Temporada 2000-0116Athletic;Temporada 2000-0116Valencia;20;12;0,3125;0,3125;0,375;1,3125;1,375;32;1;0,5625;0,3125;0,125;1,75;0,625;11;0
Temporada 2000-01;16;Malaga;R. Sociedad;Temporada 2000-0116Malaga;Temporada 2000-0116R. Sociedad;21;10;0,375;0,1875;0,4375;1,625;1,5625;12;20;0,1875;0,1875;0,625;0,9375;2,1875;-10;1
Temporada 2000-01;17;Osasuna;Villarreal;Temporada 2000-0117Osasuna;Temporada 2000-0117Villarreal;16;17;0,176470588;0,411764706;0,411764706;1;1,411764706;23;10;0,352941176;0,294117647;0,352941176;1,176470588;1,176470588;7;1
Temporada 2000-01;17;Celta;Las Palmas;Temporada 2000-0117Celta;Temporada 2000-0117Las Palmas;19;16;0,294117647;0,235294118;0,470588235;1,235294118;1,588235294;24;9;0,411764706;0,176470588;0,411764706;1,235294118;2;7;2
Temporada 2000-01;17;Espanyol;Numancia;Temporada 2000-0117Espanyol;Temporada 2000-0117Numancia;21;13;0,352941176;0,176470588;0,470588235;1,117647059;1,235294118;16;18;0,235294118;0,235294118;0,529411765;1,058823529;1,647058824;-5;1
Temporada 2000-01;17;Rayo;Mallorca;Temporada 2000-0117Rayo;Temporada 2000-0117Mallorca;25;6;0,352941176;0,411764706;0,235294118;2,058823529;1,588235294;27;5;0,411764706;0,352941176;0,235294118;1,352941176;1,235294118;1;0
Temporada 2000-01;17;Oviedo;Barcelona;Temporada 2000-0117Oviedo;Temporada 2000-0117Barcelona;23;11;0,411764706;0,117647059;0,470588235;1,294117647;1,647058824;30;4;0,529411765;0,176470588;0,294117647;2,058823529;1,529411765;7;2
Temporada 2000-01;17;Valladolid;Deportivo;Temporada 2000-0117Valladolid;Temporada 2000-0117Deportivo;21;12;0,235294118;0,529411765;0,235294118;1,117647059;1,176470588;31;3;0,529411765;0,235294118;0,235294118;1,705882353;1;9;1
Temporada 2000-01;17;Valencia;Racing;Temporada 2000-0117Valencia;Temporada 2000-0117Racing;35;1;0,588235294;0,294117647;0,117647059;1,705882353;0,588235294;14;19;0,176470588;0,294117647;0,529411765;1,117647059;1,705882353;-18;1
Temporada 2000-01;17;Malaga;Athletic;Temporada 2000-0117Malaga;Temporada 2000-0117Athletic;24;8;0,411764706;0,176470588;0,411764706;1,647058824;1,529411765;20;15;0,294117647;0,294117647;0,411764706;1,294117647;1,411764706;-7;1
Temporada 2000-01;18;Villarreal;Celta;Temporada 2000-0118Villarreal;Temporada 2000-0118Celta;26;9;0,388888889;0,277777778;0,333333333;1,222222222;1,111111111;19;16;0,277777778;0,222222222;0,5;1,166666667;1,611111111;-7;1
Temporada 2000-01;18;Las Palmas;Espanyol;Temporada 2000-0118Las Palmas;Temporada 2000-0118Espanyol;27;8;0,444444444;0,166666667;0,388888889;1,222222222;1,888888889;21;15;0,333333333;0,166666667;0,5;1,055555556;1,222222222;-7;1
Temporada 2000-01;18;Numancia;Rayo;Temporada 2000-0118Numancia;Temporada 2000-0118Rayo;16;18;0,222222222;0,222222222;0,555555556;1;1,666666667;28;6;0,388888889;0,388888889;0,222222222;2,055555556;1,5;12;2
Temporada 2000-01;18;Mallorca;Alaves;Temporada 2000-0118Mallorca;Temporada 2000-0118Alaves;30;5;0,444444444;0,333333333;0,222222222;1,5;1,333333333;24;10;0,388888889;0,166666667;0,444444444;1,611111111;1,388888889;-5;1
Temporada 2000-01;18;Barcelona;Valladolid;Temporada 2000-0118Barcelona;Temporada 2000-0118Valladolid;33;4;0,555555556;0,166666667;0,277777778;2,111111111;1,5;21;14;0,222222222;0,5;0,277777778;1,111111111;1,277777778;-10;1
Temporada 2000-01;18;Deportivo;Valencia;Temporada 2000-0118Deportivo;Temporada 2000-0118Valencia;34;3;0,555555556;0,222222222;0,222222222;1,722222222;0,944444444;35;2;0,555555556;0,277777778;0,166666667;1,611111111;0,666666667;1;1
Temporada 2000-01;18;Racing;Malaga;Temporada 2000-0118Racing;Temporada 2000-0118Malaga;14;19;0,166666667;0,277777778;0,555555556;1,055555556;1,666666667;27;7;0,444444444;0,166666667;0,388888889;1,611111111;1,444444444;12;2
Temporada 2000-01;18;R. Sociedad;Athletic;Temporada 2000-0118R. Sociedad;Temporada 2000-0118Athletic;13;20;0,166666667;0,222222222;0,611111111;0,888888889;2,111111111;23;12;0,333333333;0,277777778;0,388888889;1,333333333;1,333333333;8;2
Temporada 2000-01;19;Oviedo;Mallorca;Temporada 2000-0119Oviedo;Temporada 2000-0119Mallorca;24;14;0,368421053;0,157894737;0,473684211;1,210526316;1,736842105;31;5;0,421052632;0,368421053;0,210526316;1,473684211;1,315789474;9;0
Temporada 2000-01;19;Celta;Zaragoza;Temporada 2000-0119Celta;Temporada 2000-0119Zaragoza;20;16;0,263157895;0,263157895;0,473684211;1,157894737;1,578947368;24;12;0,263157895;0,473684211;0,263157895;1,263157895;1,210526316;4;0
Temporada 2000-01;19;Espanyol;Villarreal;Temporada 2000-0119Espanyol;Temporada 2000-0119Villarreal;24;13;0,368421053;0,157894737;0,473684211;1,105263158;1,210526316;26;10;0,368421053;0,263157895;0,368421053;1,210526316;1,157894737;3;1
Temporada 2000-01;19;Rayo;Las Palmas;Temporada 2000-0119Rayo;Temporada 2000-0119Las Palmas;29;6;0,368421053;0,421052632;0,210526316;2;1,473684211;28;7;0,421052632;0,210526316;0,368421053;1,210526316;1,842105263;-1;0
Temporada 2000-01;19;Alaves;Numancia;Temporada 2000-0119Alaves;Temporada 2000-0119Numancia;24;11;0,368421053;0,157894737;0,473684211;1,526315789;1,421052632;19;17;0,263157895;0,210526316;0,526315789;1,052631579;1,578947368;-6;2
Temporada 2000-01;19;Osasuna;R. Sociedad;Temporada 2000-0119Osasuna;Temporada 2000-0119R. Sociedad;17;18;0,157894737;0,421052632;0,421052632;1,052631579;1,526315789;14;20;0,157894737;0,263157895;0,578947368;0,894736842;2,052631579;-2;2
Temporada 2000-01;19;Valladolid;R. Madrid;Temporada 2000-0119Valladolid;Temporada 2000-0119R. Madrid;22;15;0,210526316;0,526315789;0,263157895;1,157894737;1,315789474;42;1;0,684210526;0,157894737;0,157894737;2,421052632;1,105263158;14;0
Temporada 2000-01;19;Valencia;Barcelona;Temporada 2000-0119Valencia;Temporada 2000-0119Barcelona;35;4;0,526315789;0,263157895;0,210526316;1,526315789;0,684210526;36;3;0,578947368;0,157894737;0,263157895;2,052631579;1,421052632;1;2
Temporada 2000-01;19;Athletic;Racing;Temporada 2000-0119Athletic;Temporada 2000-0119Racing;26;9;0,368421053;0,263157895;0,368421053;1,421052632;1,315789474;14;19;0,157894737;0,263157895;0,578947368;1,052631579;1,736842105;-10;1
Temporada 2000-01;19;Malaga;Deportivo;Temporada 2000-0119Malaga;Temporada 2000-0119Deportivo;27;8;0,421052632;0,157894737;0,421052632;1,578947368;1,526315789;37;2;0,578947368;0,210526316;0,210526316;1,789473684;0,947368421;6;2
Temporada 2000-01;20;Oviedo;Numancia;Temporada 2000-0120Oviedo;Temporada 2000-0120Numancia;27;13;0,4;0,15;0,45;1,3;1,65;19;17;0,25;0,2;0,55;1;1,65;-4;1
Temporada 2000-01;20;Athletic;Deportivo;Temporada 2000-0120Athletic;Temporada 2000-0120Deportivo;27;12;0,35;0,3;0,35;1,45;1,35;38;2;0,55;0,25;0,2;1,8;1;10;0
Temporada 2000-01;20;Malaga;Barcelona;Temporada 2000-0120Malaga;Temporada 2000-0120Barcelona;28;8;0,4;0,2;0,4;1,5;1,45;37;3;0,55;0,2;0,25;1,95;1,35;5;0
Temporada 2000-01;20;Valencia;R. Madrid;Temporada 2000-0120Valencia;Temporada 2000-0120R. Madrid;35;4;0,5;0,25;0,25;1,45;0,7;45;1;0,7;0,15;0,15;2,35;1,05;3;2
Temporada 2000-01;20;Valladolid;Mallorca;Temporada 2000-0120Valladolid;Temporada 2000-0120Mallorca;25;14;0,25;0,5;0,25;1,2;1,25;31;5;0,4;0,35;0,25;1,4;1,35;9;1
Temporada 2000-01;20;Racing;R. Sociedad;Temporada 2000-0120Racing;Temporada 2000-0120R. Sociedad;14;20;0,15;0,25;0,6;1,05;1,85;17;19;0,2;0,25;0,55;1,05;2;1;2
Temporada 2000-01;20;Alaves;Las Palmas;Temporada 2000-0120Alaves;Temporada 2000-0120Las Palmas;27;10;0,4;0,15;0,45;1,5;1,35;28;9;0,4;0,2;0,4;1,15;1,8;1;1
Temporada 2000-01;20;Rayo;Villarreal;Temporada 2000-0120Rayo;Temporada 2000-0120Villarreal;29;6;0,35;0,4;0,25;1,9;1,45;29;7;0,4;0,25;0,35;1,2;1,1;-1;2
Temporada 2000-01;20;Espanyol;Zaragoza;Temporada 2000-0120Espanyol;Temporada 2000-0120Zaragoza;27;11;0,4;0,15;0,45;1,3;1,15;24;15;0,25;0,45;0,3;1,2;1,4;-4;1
Temporada 2000-01;20;Celta;Osasuna;Temporada 2000-0120Celta;Temporada 2000-0120Osasuna;23;16;0,3;0,25;0,45;1,15;1,5;17;18;0,15;0,4;0,45;1;1,5;-2;1
Temporada 2000-01;21;Las Palmas;Oviedo;Temporada 2000-0121Las Palmas;Temporada 2000-0121Oviedo;31;7;0,428571429;0,19047619;0,380952381;1,142857143;1,714285714;27;14;0,380952381;0,142857143;0,476190476;1,238095238;1,619047619;-7;1
Temporada 2000-01;21;Barcelona;Athletic;Temporada 2000-0121Barcelona;Temporada 2000-0121Athletic;40;3;0,571428571;0,19047619;0,238095238;2,19047619;1,285714286;27;13;0,333333333;0,285714286;0,380952381;1,380952381;1,619047619;-10;1
Temporada 2000-01;21;Mallorca;Valencia;Temporada 2000-0121Mallorca;Temporada 2000-0121Valencia;32;6;0,380952381;0,380952381;0,238095238;1,428571429;1,380952381;36;4;0,476190476;0,285714286;0,238095238;1,476190476;0,761904762;2;0
Temporada 2000-01;21;R. Madrid;Malaga;Temporada 2000-0121R. Madrid;Temporada 2000-0121Malaga;48;1;0,714285714;0,142857143;0,142857143;2,428571429;1,142857143;28;10;0,380952381;0,19047619;0,428571429;1,571428571;1,571428571;-9;1
Temporada 2000-01;21;Numancia;Valladolid;Temporada 2000-0121Numancia;Temporada 2000-0121Valladolid;20;17;0,238095238;0,238095238;0,523809524;0,952380952;1,571428571;26;15;0,238095238;0,523809524;0,238095238;1,142857143;1,19047619;2;0
Temporada 2000-01;21;Deportivo;Racing;Temporada 2000-0121Deportivo;Temporada 2000-0121Racing;41;2;0,571428571;0,238095238;0,19047619;1,80952381;1;14;20;0,142857143;0,238095238;0,619047619;1,047619048;1,857142857;-18;1
Temporada 2000-01;21;Villarreal;Alaves;Temporada 2000-0121Villarreal;Temporada 2000-0121Alaves;32;5;0,428571429;0,238095238;0,333333333;1,238095238;1,047619048;27;11;0,380952381;0,142857143;0,476190476;1,428571429;1,380952381;-6;1
Temporada 2000-01;21;Zaragoza;Rayo;Temporada 2000-0121Zaragoza;Temporada 2000-0121Rayo;27;12;0,285714286;0,428571429;0,285714286;1,428571429;1,380952381;29;9;0,333333333;0,380952381;0,285714286;1,857142857;1,666666667;3;1
Temporada 2000-01;21;Osasuna;Espanyol;Temporada 2000-0121Osasuna;Temporada 2000-0121Espanyol;17;19;0,142857143;0,380952381;0,476190476;1;1,571428571;30;8;0,428571429;0,142857143;0,428571429;1,380952381;1,142857143;11;2
Temporada 2000-01;21;R. Sociedad;Celta;Temporada 2000-0121R. Sociedad;Temporada 2000-0121Celta;18;18;0,19047619;0,285714286;0,523809524;1,095238095;2;24;16;0,285714286;0,285714286;0,428571429;1,19047619;1,523809524;2;0
Temporada 2000-01;22;Valladolid;Las Palmas;Temporada 2000-0122Valladolid;Temporada 2000-0122Las Palmas;29;12;0,272727273;0,5;0,227272727;1,136363636;1,136363636;31;8;0,409090909;0,181818182;0,409090909;1,090909091;1,681818182;4;1
Temporada 2000-01;22;Racing;Barcelona;Temporada 2000-0122Racing;Temporada 2000-0122Barcelona;17;19;0,181818182;0,227272727;0,590909091;1,181818182;1,772727273;40;3;0,545454545;0,181818182;0,272727273;2,090909091;1,409090909;16;1
Temporada 2000-01;22;Malaga;Mallorca;Temporada 2000-0122Malaga;Temporada 2000-0122Mallorca;28;13;0,363636364;0,181818182;0,454545455;1,5;1,545454545;35;6;0,409090909;0,363636364;0,227272727;1,409090909;1,318181818;7;2
Temporada 2000-01;22;Athletic;R. Madrid;Temporada 2000-0122Athletic;Temporada 2000-0122R. Madrid;30;11;0,363636364;0,272727273;0,363636364;1,363636364;1,545454545;48;1;0,681818182;0,136363636;0,181818182;2,318181818;1,136363636;10;1
Temporada 2000-01;22;Valencia;Numancia;Temporada 2000-0122Valencia;Temporada 2000-0122Numancia;39;4;0,5;0,272727273;0,227272727;1,545454545;0,727272727;20;17;0,227272727;0,227272727;0,545454545;0,909090909;1,636363636;-13;1
Temporada 2000-01;22;Deportivo;R. Sociedad;Temporada 2000-0122Deportivo;Temporada 2000-0122R. Sociedad;44;2;0,590909091;0,227272727;0,181818182;1,909090909;1;18;18;0,181818182;0,272727273;0,545454545;1,090909091;2,090909091;-16;1
Temporada 2000-01;22;Oviedo;Villarreal;Temporada 2000-0122Oviedo;Temporada 2000-0122Villarreal;27;16;0,363636364;0,136363636;0,5;1,227272727;1,681818182;35;5;0,454545455;0,227272727;0,318181818;1,318181818;1,045454545;11;2
Temporada 2000-01;22;Alaves;Zaragoza;Temporada 2000-0122Alaves;Temporada 2000-0122Zaragoza;30;10;0,409090909;0,136363636;0,454545455;1,409090909;1,318181818;27;14;0,272727273;0,409090909;0,318181818;1,363636364;1,363636364;-4;1
Temporada 2000-01;22;Rayo;Osasuna;Temporada 2000-0122Rayo;Temporada 2000-0122Osasuna;32;7;0,363636364;0,363636364;0,272727273;1,863636364;1,636363636;17;20;0,136363636;0,363636364;0,5;1;1,590909091;-13;1
Temporada 2000-01;22;Espanyol;Celta;Temporada 2000-0122Espanyol;Temporada 2000-0122Celta;30;9;0,409090909;0,136363636;0,454545455;1,318181818;1,136363636;27;15;0,318181818;0,272727273;0,409090909;1,181818182;1,454545455;-6;2
Temporada 2000-01;23;Villarreal;Valladolid;Temporada 2000-0123Villarreal;Temporada 2000-0123Valladolid;38;5;0,47826087;0,217391304;0,304347826;1,347826087;1,043478261;29;13;0,260869565;0,47826087;0,260869565;1,130434783;1,173913043;-8;1
Temporada 2000-01;23;Mallorca;Athletic;Temporada 2000-0123Mallorca;Temporada 2000-0123Athletic;38;6;0,434782609;0,347826087;0,217391304;1,391304348;1,260869565;30;12;0,347826087;0,260869565;0,391304348;1,304347826;1,52173913;-6;1
Temporada 2000-01;23;Las Palmas;Valencia;Temporada 2000-0123Las Palmas;Temporada 2000-0123Valencia;31;9;0,391304348;0,173913043;0,434782609;1,043478261;1,695652174;42;3;0,52173913;0,260869565;0,217391304;1,565217391;0,695652174;6;2
Temporada 2000-01;23;Numancia;Malaga;Temporada 2000-0123Numancia;Temporada 2000-0123Malaga;23;17;0,260869565;0,217391304;0,52173913;1;1,652173913;28;14;0,347826087;0,173913043;0,47826087;1,52173913;1,608695652;3;1
Temporada 2000-01;23;Barcelona;Deportivo;Temporada 2000-0123Barcelona;Temporada 2000-0123Deportivo;40;4;0,52173913;0,173913043;0,304347826;2,086956522;1,47826087;47;2;0,608695652;0,217391304;0,173913043;1,956521739;1,043478261;2;2
Temporada 2000-01;23;Zaragoza;Oviedo;Temporada 2000-0123Zaragoza;Temporada 2000-0123Oviedo;30;10;0,304347826;0,391304348;0,304347826;1,52173913;1,391304348;27;16;0,347826087;0,130434783;0,52173913;1,260869565;1,826086957;-6;1
Temporada 2000-01;23;Osasuna;Alaves;Temporada 2000-0123Osasuna;Temporada 2000-0123Alaves;17;20;0,130434783;0,347826087;0,52173913;0,956521739;1,565217391;33;8;0,434782609;0,130434783;0,434782609;1,391304348;1,260869565;12;2
Temporada 2000-01;23;Celta;Rayo;Temporada 2000-0123Celta;Temporada 2000-0123Rayo;28;15;0,304347826;0,304347826;0,391304348;1,173913043;1,434782609;33;7;0,347826087;0,391304348;0,260869565;1,826086957;1,608695652;8;0
Temporada 2000-01;23;R. Sociedad;Espanyol;Temporada 2000-0123R. Sociedad;Temporada 2000-0123Espanyol;21;18;0,217391304;0,260869565;0,52173913;1,130434783;2,043478261;30;11;0,391304348;0,130434783;0,47826087;1,304347826;1,173913043;7;0
Temporada 2000-01;24;Valencia;Villarreal;Temporada 2000-0124Valencia;Temporada 2000-0124Villarreal;45;3;0,541666667;0,25;0,208333333;1,625;0,708333333;38;5;0,458333333;0,208333333;0,333333333;1,333333333;1,125;-2;1
Temporada 2000-01;24;Athletic;Numancia;Temporada 2000-0124Athletic;Temporada 2000-0124Numancia;33;9;0,375;0,25;0,375;1,375;1,5;23;17;0,25;0,208333333;0,541666667;1;1,708333333;-8;1
Temporada 2000-01;24;Racing;Mallorca;Temporada 2000-0124Racing;Temporada 2000-0124Mallorca;20;19;0,208333333;0,208333333;0,583333333;1,166666667;1,708333333;38;6;0,416666667;0,333333333;0,25;1,375;1,291666667;13;1
Temporada 2000-01;24;Malaga;Las Palmas;Temporada 2000-0124Malaga;Temporada 2000-0124Las Palmas;31;12;0,375;0,166666667;0,458333333;1,541666667;1,583333333;31;13;0,375;0,166666667;0,458333333;1,041666667;1,708333333;-1;1
Temporada 2000-01;24;Barcelona;R. Sociedad;Temporada 2000-0124Barcelona;Temporada 2000-0124R. Sociedad;43;4;0,541666667;0,166666667;0,291666667;2,125;1,416666667;21;18;0,208333333;0,25;0,541666667;1,083333333;2,083333333;-14;1
Temporada 2000-01;24;Valladolid;Zaragoza;Temporada 2000-0124Valladolid;Temporada 2000-0124Zaragoza;32;10;0,291666667;0,458333333;0,25;1,166666667;1,125;30;14;0,291666667;0,375;0,333333333;1,458333333;1,416666667;-4;1
Temporada 2000-01;24;Oviedo;Osasuna;Temporada 2000-0124Oviedo;Temporada 2000-0124Osasuna;27;16;0,333333333;0,125;0,541666667;1,291666667;1,875;20;20;0,166666667;0,333333333;0,5;1,041666667;1,583333333;-4;2
Temporada 2000-01;24;Alaves;Celta;Temporada 2000-0124Alaves;Temporada 2000-0124Celta;34;8;0,416666667;0,166666667;0,416666667;1,416666667;1,291666667;29;15;0,291666667;0,333333333;0,375;1,208333333;1,458333333;-7;2
Temporada 2000-01;24;Rayo;Espanyol;Temporada 2000-0124Rayo;Temporada 2000-0124Espanyol;34;7;0,333333333;0,416666667;0,25;1,791666667;1,583333333;31;11;0,375;0,166666667;0,458333333;1,291666667;1,166666667;-4;0
Temporada 2000-01;25;Zaragoza;Valencia;Temporada 2000-0125Zaragoza;Temporada 2000-0125Valencia;31;15;0,28;0,4;0,32;1,44;1,4;46;3;0,52;0,28;0,2;1,6;0,72;12;0
Temporada 2000-01;25;Mallorca;Deportivo;Temporada 2000-0125Mallorca;Temporada 2000-0125Deportivo;41;5;0,44;0,32;0,24;1,4;1,28;48;2;0,56;0,24;0,2;1,92;1,12;3;1
Temporada 2000-01;25;Numancia;Racing;Temporada 2000-0125Numancia;Temporada 2000-0125Racing;26;17;0,28;0,2;0,52;1;1,64;20;20;0,2;0,2;0,6;1,12;1,68;-3;1
Temporada 2000-01;25;Villarreal;Malaga;Temporada 2000-0125Villarreal;Temporada 2000-0125Malaga;38;6;0,44;0,2;0,36;1,32;1,16;34;9;0,4;0,16;0,44;1,56;1,56;-3;2
Temporada 2000-01;25;Las Palmas;Athletic;Temporada 2000-0125Las Palmas;Temporada 2000-0125Athletic;32;14;0,36;0,2;0,44;1;1,64;34;10;0,36;0,28;0,36;1,32;1,44;4;0
Temporada 2000-01;25;R. Madrid;Barcelona;Temporada 2000-0125R. Madrid;Temporada 2000-0125Barcelona;53;1;0,64;0,2;0,16;2,24;1,16;44;4;0,52;0,2;0,28;2,12;1,44;-3;0
Temporada 2000-01;25;Osasuna;Valladolid;Temporada 2000-0125Osasuna;Temporada 2000-0125Valladolid;23;19;0,2;0,32;0,48;1,08;1,56;32;12;0,28;0,44;0,28;1,16;1,16;7;1
Temporada 2000-01;25;Celta;Oviedo;Temporada 2000-0125Celta;Temporada 2000-0125Oviedo;32;13;0,32;0,32;0,36;1,2;1,4;27;16;0,32;0,12;0,56;1,24;1,84;-3;1
Temporada 2000-01;25;Espanyol;Alaves;Temporada 2000-0125Espanyol;Temporada 2000-0125Alaves;32;11;0,36;0,2;0,44;1,24;1,12;35;7;0,4;0,2;0,4;1,36;1,24;4;0
Temporada 2000-01;25;R. Sociedad;Rayo;Temporada 2000-0125R. Sociedad;Temporada 2000-0125Rayo;24;18;0,24;0,24;0,52;1,12;2;34;8;0,32;0,4;0,28;1,72;1,6;10;1
Temporada 2000-01;26;Malaga;Zaragoza;Temporada 2000-0126Malaga;Temporada 2000-0126Zaragoza;37;8;0,423076923;0,153846154;0,423076923;1,576923077;1,5;31;15;0,269230769;0,384615385;0,346153846;1,384615385;1,423076923;-7;1
Temporada 2000-01;26;Barcelona;Mallorca;Temporada 2000-0126Barcelona;Temporada 2000-0126Mallorca;45;4;0,5;0,230769231;0,269230769;2,076923077;1,423076923;42;5;0,423076923;0,346153846;0,230769231;1,384615385;1,269230769;-1;0
Temporada 2000-01;26;Deportivo;Numancia;Temporada 2000-0126Deportivo;Temporada 2000-0126Numancia;51;2;0,576923077;0,230769231;0,192307692;2;1,115384615;26;17;0,269230769;0,192307692;0,538461538;1;1,730769231;-15;1
Temporada 2000-01;26;Athletic;Villarreal;Temporada 2000-0126Athletic;Temporada 2000-0126Villarreal;35;9;0,346153846;0,307692308;0,346153846;1,307692308;1,423076923;39;6;0,423076923;0,230769231;0,346153846;1,307692308;1,153846154;3;0
Temporada 2000-01;26;R. Madrid;R. Sociedad;Temporada 2000-0126R. Madrid;Temporada 2000-0126R. Sociedad;56;1;0,653846154;0,192307692;0,153846154;2,307692308;1,115384615;24;18;0,230769231;0,230769231;0,538461538;1,076923077;2,076923077;-17;1
Temporada 2000-01;26;Racing;Las Palmas;Temporada 2000-0126Racing;Temporada 2000-0126Las Palmas;23;19;0,230769231;0,192307692;0,576923077;1,153846154;1,653846154;32;14;0,346153846;0,192307692;0,461538462;1;1,653846154;5;1
Temporada 2000-01;26;Valencia;Osasuna;Temporada 2000-0126Valencia;Temporada 2000-0126Osasuna;49;3;0,538461538;0,269230769;0,192307692;1,576923077;0,692307692;23;20;0,192307692;0,307692308;0,5;1,038461538;1,538461538;-17;1
Temporada 2000-01;26;Valladolid;Celta;Temporada 2000-0126Valladolid;Temporada 2000-0126Celta;32;13;0,269230769;0,423076923;0,307692308;1,153846154;1,192307692;35;10;0,346153846;0,307692308;0,346153846;1,230769231;1,384615385;3;2
Temporada 2000-01;26;Oviedo;Espanyol;Temporada 2000-0126Oviedo;Temporada 2000-0126Espanyol;28;16;0,307692308;0,153846154;0,538461538;1,269230769;1,846153846;33;12;0,346153846;0,230769231;0,423076923;1,269230769;1,153846154;4;0
Temporada 2000-01;26;Alaves;Rayo;Temporada 2000-0126Alaves;Temporada 2000-0126Rayo;38;7;0,423076923;0,192307692;0,384615385;1,461538462;1,269230769;34;11;0,307692308;0,384615385;0,307692308;1,730769231;1,692307692;-4;1
Temporada 2000-01;27;Osasuna;Malaga;Temporada 2000-0127Osasuna;Temporada 2000-0127Malaga;24;19;0,185185185;0,333333333;0,481481481;1,111111111;1,592592593;38;8;0,407407407;0,185185185;0,407407407;1,62962963;1,555555556;11;0
Temporada 2000-01;27;Numancia;Barcelona;Temporada 2000-0127Numancia;Temporada 2000-0127Barcelona;27;17;0,259259259;0,222222222;0,518518519;1;1,703703704;46;4;0,481481481;0,259259259;0,259259259;2,037037037;1,407407407;13;0
Temporada 2000-01;27;Las Palmas;Deportivo;Temporada 2000-0127Las Palmas;Temporada 2000-0127Deportivo;35;12;0,37037037;0,185185185;0,444444444;1,037037037;1,592592593;51;2;0,555555556;0,222222222;0,222222222;1,925925926;1,148148148;10;1
Temporada 2000-01;27;Villarreal;Racing;Temporada 2000-0127Villarreal;Temporada 2000-0127Racing;42;6;0,444444444;0,222222222;0,333333333;1,407407407;1,185185185;23;20;0,222222222;0,185185185;0,592592593;1,185185185;1,740740741;-14;1
Temporada 2000-01;27;Zaragoza;Athletic;Temporada 2000-0127Zaragoza;Temporada 2000-0127Athletic;32;15;0,259259259;0,407407407;0,333333333;1,407407407;1,444444444;36;11;0,333333333;0,333333333;0,333333333;1,333333333;1,444444444;4;0
Temporada 2000-01;27;Mallorca;R. Madrid;Temporada 2000-0127Mallorca;Temporada 2000-0127R. Madrid;45;5;0,444444444;0,333333333;0,222222222;1,37037037;1,222222222;56;1;0,62962963;0,185185185;0,185185185;2,222222222;1,111111111;4;1
Temporada 2000-01;27;Celta;Valencia;Temporada 2000-0127Celta;Temporada 2000-0127Valencia;38;9;0,37037037;0,296296296;0,333333333;1,296296296;1,407407407;49;3;0,518518519;0,259259259;0,222222222;1,592592593;0,777777778;6;1
Temporada 2000-01;27;Espanyol;Valladolid;Temporada 2000-0127Espanyol;Temporada 2000-0127Valladolid;36;10;0,37037037;0,222222222;0,407407407;1,259259259;1,111111111;32;14;0,259259259;0,407407407;0,333333333;1,111111111;1,185185185;-4;1
Temporada 2000-01;27;Rayo;Oviedo;Temporada 2000-0127Rayo;Temporada 2000-0127Oviedo;34;13;0,296296296;0,37037037;0,333333333;1,666666667;1,703703704;31;16;0,333333333;0,148148148;0,518518519;1,296296296;1,777777778;-3;2
